event_type	event_stARrttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ARr_mcintoshcls	ARr_mtwilsoncls	ARr_zurichcls	ARr_penumbrARcls	ARr_compARctnesscls	ARr_noARARclARss	ARr_noARARnum	ARr_numspots	ARr_polARrity	ARr_spotARreARrARw	ARr_spotARreARrARwuncert	ARr_spotARreARrARwunit	ARr_spotARreARrepr	ARr_spotARreARrepruncert
AR	2012-01-01T19:00:13	POINT(-919.139 250.03)	POLYGON((-927.9 231.3,-912.3 231.3,-912.3 263.7,-927.9 263.7,-927.9 231.3))	POLYGON((-927.9 251.1,-927.3 251.7,-913.5 263.1,-919.5 231.3,-927.9 251.1))	POINT(-76.137616 14.130987)	POLYGON((-77.367288 13.06002,-73.392163 12.85094,-75.244078 14.916656,-80.105423 15.175529,-77.367288 13.06002))	POLYGON((-78.889926 14.342378,-78.735658 14.370649,-75.51453 14.894305,-75.086691 12.939624,-78.889926 14.342378))	SPoCAR_v1.0_AR_0000004026							null	null	null	null	null		null	null
AR	2012-01-01T19:00:13	POINT(-91.6423 -307.511)	POLYGON((-159.9 -395.7,-45.9 -395.7,-45.9 -254.7,-159.9 -254.7,-159.9 -395.7))	POLYGON((-159.9 -369.9,-159.3 -369.3,-107.7 -331.5,-101.1 -274.5,-57.3 -254.7,-46.5 -270.3,-89.7 -294.3,-108.3 -354.3,-84.3 -390.3,-98.7 -395.7,-123.3 -365.1,-159.9 -369.9))	POINT(-5.7633037 -21.31777)	POLYGON((-10.540783 -26.817504,-3.011111 -26.861776,-2.825258 -18.102832,-9.885595 -18.063013,-10.540783 -26.817504))	POLYGON((-10.39247 -25.177729,-10.349807 -25.14018,-6.849483 -22.796883,-6.277136 -19.29203,-3.527726 -18.100848,-2.878241 -19.050003,-5.610085 -20.506218,-6.963365 -24.220844,-5.519043 -26.507324,-6.485039 -26.84744,-7.976866 -24.893909,-10.39247 -25.177729))	SPoCAR_v1.0_AR_0000004024							null	null	null	null	null		null	null
AR	2012-01-01T19:00:13	POINT(-328.312 -330.866)	POLYGON((-488.1 -417.9,-237.3 -417.9,-237.3 -230.1,-488.1 -230.1,-488.1 -417.9))	POLYGON((-488.1 -396.9,-487.5 -396.3,-450.3 -385.5,-456.9 -347.7,-420.3 -327.3,-354.9 -330.3,-338.1 -302.7,-346.5 -248.7,-294.3 -230.1,-261.3 -245.1,-257.1 -266.1,-298.5 -300.3,-302.7 -323.7,-254.7 -351.9,-239.1 -396.9,-326.1 -417.9,-382.5 -374.7,-407.1 -407.1,-488.1 -396.9))	POINT(-21.2894 -22.58093)	POLYGON((-34.316429 -27.797961,-15.957104 -28.18493,-14.635997 -16.525951,-31.272721 -16.194644,-34.316429 -27.797961))	POLYGON((-33.849497 -26.457293,-33.789887 -26.420496,-30.728628 -25.812042,-30.572711 -23.427414,-27.627049 -22.226778,-23.097949 -22.511248,-21.67695 -20.830994,-21.77859 -17.53441,-18.258892 -16.473441,-16.233831 -17.408911,-16.085568 -18.684017,-19.018188 -20.730177,-19.496053 -22.167338,-16.535374 -23.972426,-15.879108 -26.833501,-22.178489 -28.083848,-25.589016 -25.247053,-27.892468 -27.265637,-33.849497 -26.457293))	SPoCAR_v1.0_AR_0000003988							null	null	null	null	null		null	null
AR	2012-01-01T19:00:13	POINT(-790.34 228.512)	POLYGON((-824.7 168.9,-747.3 168.9,-747.3 290.1,-824.7 290.1,-824.7 168.9))	POLYGON((-824.7 205.5,-824.1 206.1,-789.3 227.7,-769.5 282.9,-747.9 288.9,-752.1 252.3,-792.9 219.9,-796.5 170.1,-824.7 205.5))	POINT(-55.672375 11.81467)	POLYGON((-58.505011 8.370997,-50.494135 8.018215,-52.441263 15.419679,-61.294055 15.826565,-58.505011 8.370997))	POLYGON((-59.123148 10.588036,-59.063522 10.621274,-55.544681 11.759934,-54.591347 15.072848,-52.475312 15.34746,-52.148463 13.098857,-55.790167 11.300873,-55.40721 8.301936,-59.123148 10.588036))	SPoCAR_v1.0_AR_0000003996							null	null	null	null	null		null	null
AR	2012-01-01T23:00:37	POINT(-299.998 -325.841)	POLYGON((-443.1 -450.3,-220.5 -450.3,-220.5 -183.9,-443.1 -183.9,-443.1 -450.3))	POLYGON((-443.1 -383.1,-442.5 -382.5,-381.3 -327.3,-323.7 -330.3,-296.1 -305.1,-291.3 -281.7,-312.3 -248.1,-275.1 -217.5,-270.9 -188.1,-252.3 -183.9,-220.5 -262.5,-263.7 -312.3,-237.9 -357.9,-243.3 -416.7,-305.7 -443.7,-302.7 -406.5,-348.3 -378.3,-372.3 -416.1,-364.5 -450.3,-443.1 -383.1))	POINT(-19.337083 -22.32125)	POLYGON((-31.519439 -30.009599,-15.122873 -30.332244,-13.400595 -13.794658,-27.735799 -13.533937,-31.519439 -30.009599))	POLYGON((-30.150601 -25.690737,-30.095193 -25.65394,-24.890362 -22.305647,-20.974024 -22.569663,-18.900711 -21.045972,-18.405191 -19.618446,-19.537279 -17.556863,-16.965616 -15.754819,-16.559251 -14.002582,-15.376645 -13.769187,-13.731995 -18.51499,-16.822601 -21.522517,-15.467229 -24.382861,-16.361656 -28.120307,-21.088942 -29.805275,-20.37617 -27.398488,-23.218058 -25.542499,-25.489828 -27.918268,-25.504944 -30.15287,-30.150601 -25.690737))	SPoCAR_v1.0_AR_0000003988							null	null	null	null	null		null	null
AR	2012-01-01T23:00:37	POINT(606.076 -305.653)	POLYGON((557.1 -329.7,658.5 -329.7,658.5 -288.9,557.1 -288.9,557.1 -329.7))	POLYGON((557.1 -323.1,557.7 -322.5,588.9 -290.1,654.3 -291.9,656.7 -305.1,557.1 -323.1))	POINT(41.394749 -20.506751)	POLYGON((37.907954 -22.110396,46.472353 -21.817192,45.500833 -19.33128,37.172899 -19.613221,37.907954 -22.110396))	POLYGON((37.780393 -21.704137,37.816438 -21.665768,39.699636 -19.606308,45.198615 -19.526482,45.706482 -20.320531,37.780393 -21.704137))	SPoCAR_v1.0_AR_0000004030							null	null	null	null	null		null	null
AR	2012-01-01T23:00:37	POINT(33.45 -429.596)	POLYGON((-55.5 -490.5,92.1 -490.5,92.1 -326.7,-55.5 -326.7,-55.5 -490.5))	POLYGON((-55.5 -470.1,-54.9 -469.5,-17.7 -467.7,53.7 -407.7,64.5 -326.7,91.5 -413.1,49.5 -430.5,20.7 -489.3,-55.5 -470.1))	POINT(2.2394758 -29.071576)	POLYGON((-3.879749 -33.109878,6.446231 -33.098471,5.841793 -22.523585,-3.516607 -22.533209,-3.879749 -33.109878))	POLYGON((-3.820906 -31.73858,-3.77791 -31.698667,-1.21571 -31.584117,3.548578 -27.649989,4.087721 -22.531287,6.072946 -27.987624,3.316863 -29.127892,1.444834 -33.03426,-3.820906 -31.73858))	SPoCAR_v1.0_AR_0000003963							null	null	null	null	null		null	null
AR	2012-01-01T23:00:37	POINT(119.058 -247.867)	POLYGON((57.9 -282.9,167.1 -282.9,167.1 -222.3,57.9 -222.3,57.9 -282.9))	POLYGON((57.9 -276.3,58.5 -275.7,89.7 -227.1,140.1 -222.3,164.7 -248.1,122.1 -269.7,57.9 -276.3))	POINT(7.3283562 -17.688232)	POLYGON((3.602194 -19.835798,10.444749 -19.793077,10.226989 -16.12469,3.527596 -16.166029,3.602194 -19.835798))	POLYGON((3.593122 -19.432917,3.62958 -19.396212,5.477848 -16.446609,8.561298 -16.13871,10.163235 -17.680186,7.575027 -19.011017,3.593122 -19.432917))	SPoCAR_v1.0_AR_0000004028							null	null	null	null	null		null	null
AR	2012-01-01T23:00:37	POINT(-54.3626 -311.503)	POLYGON((-117.3 -393.9,-6.9 -393.9,-6.9 -255.9,-117.3 -255.9,-117.3 -393.9))	POLYGON((-117.3 -369.3,-116.7 -368.7,-77.1 -348.3,-53.7 -268.5,-10.5 -255.9,-10.5 -276.9,-43.5 -292.5,-68.1 -354.3,-50.7 -393.9,-74.7 -373.5,-117.3 -369.3))	POINT(-3.4214948 -21.59287)	POLYGON((-7.706941 -26.744015,-0.452075 -26.769906,-0.424775 -18.198467,-7.239621 -18.175116,-7.706941 -26.744015))	POLYGON((-7.604235 -25.180904,-7.562752 -25.143265,-4.937744 -23.874541,-3.322534 -18.958666,-0.646402 -18.19836,-0.651352 -19.475078,-2.715804 -20.4259,-4.373107 -24.253065,-3.32348 -26.765159,-4.845305 -25.461679,-7.604235 -25.180904))	SPoCAR_v1.0_AR_0000004029							null	null	null	null	null		null	null
AR	2012-01-01T23:00:37	POINT(233.529 237.305)	POLYGON((188.7 200.1,282.9 200.1,282.9 267.9,188.7 267.9,188.7 200.1))	POLYGON((188.7 266.1,189.3 266.7,243.9 261.3,279.3 223.5,274.5 201.3,255.3 200.7,219.3 236.1,191.1 234.3,188.7 266.1))	POINT(14.057578 11.054171)	POLYGON((11.238759 8.78707,16.994919 8.864022,17.239327 12.954688,11.396288 12.874686,11.238759 8.78707))	POLYGON((11.391235 12.765162,11.429652 12.802066,14.776507 12.515945,16.843827 10.263974,16.478423 8.927598,15.293762 8.873948,13.180985 10.970133,11.455861 10.841361,11.391235 12.765162))	SPoCAR_v1.0_AR_0000004006							null	null	null	null	null		null	null
AR	2012-01-02T04:00:37	POINT(-33.4886 -317.244)	POLYGON((-87.9 -378.9,31.5 -378.9,31.5 -252.9,-87.9 -252.9,-87.9 -378.9))	POLYGON((-87.9 -370.5,-87.3 -369.9,-66.3 -320.7,-19.5 -296.7,-18.3 -267.3,21.3 -252.9,26.7 -281.7,-0.3 -290.1,-25.5 -323.7,-24.9 -369.3,-87.9 -370.5))	POINT(-2.1125683 -21.975001)	POLYGON((-5.72161 -25.824084,2.047617 -25.836706,1.937765 -18.039361,-5.414046 -18.027834,-5.72161 -25.824084))	POLYGON((-5.696078 -25.292005,-5.655298 -25.254272,-4.191432 -22.183047,-1.219332 -20.710422,-1.131385 -18.914273,1.310166 -18.040281,1.659766 -19.791259,-0.018709 -20.306337,-1.613076 -22.37563,-1.610254 -25.229363,-5.696078 -25.292005))	SPoCAR_v1.0_AR_0000004033							null	null	null	null	null		null	null
AR	2012-01-02T04:00:37	POINT(-463.62 401.829)	POLYGON((-501.3 380.1,-433.5 380.1,-433.5 424.5,-501.3 424.5,-501.3 380.1))	POLYGON((-501.3 405.9,-500.7 406.5,-494.1 420.3,-449.7 423.9,-434.1 408.3,-437.1 384.3,-482.7 386.7,-501.3 405.9))	POINT(-30.622682 21.593668)	POLYGON((-33.093011 20.278565,-28.139918 20.135614,-28.758497 23.006746,-33.855979 23.157848,-33.093011 20.278565))	POLYGON((-33.51775 21.943034,-33.482341 21.98058,-33.222733 22.864947,-29.940363 23.000793,-28.562039 21.952313,-28.45042 20.411257,-31.804731 20.659765,-33.51775 21.943034))	SPoCAR_v1.0_AR_0000004018							null	null	null	null	null		null	null
AR	2012-01-02T04:00:37	POINT(-895.106 243.196)	POLYGON((-908.7 208.5,-885.3 208.5,-885.3 275.1,-908.7 275.1,-908.7 208.5))	POLYGON((-908.7 216.3,-908.1 216.9,-887.7 275.1,-885.9 246.3,-908.7 216.3))	POINT(-70.411197 13.402999)	POLYGON((-71.637162 11.371515,-67.466404 11.156377,-70.025449 15.327177,-75.084437 15.594614,-71.637162 11.371515))	POLYGON((-71.945536 11.857181,-71.848518 11.888252,-70.481234 15.350965,-68.867318 13.51135,-71.945536 11.857181))	SPoCAR_v1.0_AR_0000004031							null	null	null	null	null		null	null
AR	2012-01-02T04:00:37	POINT(87.4166 -368.004)	POLYGON((2.1 -483.9,191.1 -483.9,191.1 -230.7,2.1 -230.7,2.1 -483.9))	POLYGON((2.1 -379.5,2.7 -378.9,60.9 -410.7,84.9 -405.9,102.9 -302.7,93.3 -266.7,135.3 -230.7,189.9 -236.7,104.7 -290.7,123.3 -357.3,111.3 -379.5,119.7 -422.7,81.3 -429.9,48.9 -483.9,2.1 -379.5))	POINT(5.6572628 -25.134451)	POLYGON((0.145996 -32.694755,13.397499 -32.617014,11.747024 -16.638624,0.128216 -16.700904,0.145996 -32.694755))	POLYGON((0.136527 -25.876646,0.175475 -25.83855,4.033129 -27.865865,5.610612 -27.549977,6.462818 -21.06115,5.77598 -18.863352,8.28866 -16.669848,11.69492 -17.000636,6.544223 -20.323893,7.94792 -24.446152,7.253989 -25.853395,8.0034 -28.621345,5.451688 -29.104729,3.401519 -32.689733,0.136527 -25.876646))	SPoCAR_v1.0_AR_0000003963							null	null	null	null	null		null	null
AR	2012-01-02T04:00:37	POINT(650.226 -292.221)	POLYGON((606.9 -315.9,684.9 -315.9,684.9 -255.9,606.9 -255.9,606.9 -315.9))	POLYGON((606.9 -296.7,607.5 -296.1,665.7 -255.9,682.5 -303.9,644.7 -315.9,606.9 -296.7))	POINT(44.856714 -19.575993)	POLYGON((41.68117 -21.148709,48.544314 -20.898088,47.149781 -17.27219,40.560541 -17.509359,41.68117 -21.148709))	POLYGON((41.290472 -19.977174,41.32811 -19.938993,45.459917 -17.33573,48.012963 -20.176664,44.908757 -21.034635,41.290472 -19.977174))	SPoCAR_v1.0_AR_0000004030							null	null	null	null	null		null	null
AR	2012-01-02T04:00:37	POINT(-263.591 -326.841)	POLYGON((-386.7 -418.5,-184.5 -418.5,-184.5 -185.7,-386.7 -185.7,-386.7 -418.5))	POLYGON((-386.7 -378.3,-386.1 -377.7,-365.7 -341.7,-276.3 -287.7,-272.1 -247.5,-227.1 -219.3,-215.7 -185.7,-184.5 -254.7,-228.3 -309.3,-203.1 -357.9,-212.1 -417.3,-274.5 -396.9,-344.1 -415.5,-386.7 -378.3))	POINT(-16.928716 -22.444622)	POLYGON((-26.592805 -28.071186,-12.355943 -28.310231,-11.188781 -13.95011,-23.983422 -13.748388,-26.592805 -28.071186))	POLYGON((-25.950912 -25.507027,-25.89903 -25.47008,-23.981746 -23.244164,-17.47173 -20.023313,-16.941743 -17.585548,-13.950005 -15.927891,-13.111244 -13.928962,-11.427569 -18.09133,-14.49652 -21.392806,-13.165237 -24.435227,-14.227493 -28.210819,-18.309393 -26.839367,-23.442171 -27.944262,-25.950912 -25.507027))	SPoCAR_v1.0_AR_0000003988							null	null	null	null	null		null	null
AR	2012-01-02T08:00:49	POINT(-227.985 -345.655)	POLYGON((-410.1 -438.9,-123.3 -438.9,-123.3 -223.5,-410.1 -223.5,-410.1 -438.9))	POLYGON((-410.1 -399.3,-409.5 -398.7,-363.9 -378.9,-332.1 -341.1,-280.5 -324.3,-264.9 -296.7,-216.3 -284.7,-207.9 -248.1,-176.1 -223.5,-134.7 -255.9,-186.9 -297.9,-192.3 -321.3,-146.1 -347.7,-123.3 -405.3,-160.5 -401.1,-227.1 -438.9,-235.5 -401.1,-274.5 -378.9,-338.7 -422.7,-369.3 -396.9,-410.1 -399.3))	POINT(-14.722728 -23.666767)	POLYGON((-28.731878 -29.367922,-8.33332 -29.694599,-7.532902 -16.261491,-25.82387 -15.987937,-28.731878 -29.367922))	POLYGON((-27.993675 -26.817686,-27.93907 -26.780497,-24.336202 -25.597736,-21.663154 -23.270703,-18.030233 -22.288421,-16.793798 -20.604055,-13.582873 -19.912189,-12.871327 -17.694975,-10.790332 -16.234372,-8.322395 -18.210776,-11.772088 -20.741836,-12.239899 -22.180317,-9.385768 -23.851958,-8.160387 -27.515107,-10.619702 -27.22485,-15.472296 -29.620166,-15.681301 -27.166253,-18.125515 -25.712698,-23.165056 -28.4344,-24.980922 -26.732354,-27.993675 -26.817686))	SPoCAR_v1.0_AR_0000003988							null	null	null	null	null		null	null
AR	2012-01-02T08:00:49	POINT(418.445 214.167)	POLYGON((377.7 189.3,440.7 189.3,440.7 240.9,377.7 240.9,377.7 189.3))	POLYGON((377.7 210.3,378.9 210.9,435.9 240.9,432.9 189.3,377.7 210.3))	POINT(25.700182 9.8406549)	POLYGON((22.935974 8.28998,27.057363 8.386628,27.338794 11.490553,23.166422 11.391043,22.935974 8.28998))	POLYGON((23.020201 9.54725,23.100356 9.584955,27.015421 11.482294,26.539056 8.373656,23.020201 9.54725))	SPoCAR_v1.0_AR_0000004006							null	null	null	null	null		null	null
AR	2012-01-02T08:00:49	POINT(683.791 -299.35)	POLYGON((639.3 -322.5,709.5 -322.5,709.5 -279.3,639.3 -279.3,639.3 -322.5))	POLYGON((639.3 -293.7,639.9 -293.1,699.9 -281.1,707.7 -308.1,659.1 -320.7,639.3 -293.7))	POINT(48.024316 -19.908898)	POLYGON((44.597805 -21.469228,51.09458 -21.219414,49.936733 -18.602827,43.656938 -18.841578,44.597805 -21.469228))	POLYGON((43.951131 -19.713746,43.989857 -19.675477,49.076467 -18.747154,50.508495 -20.350764,46.308731 -21.294248,43.951131 -19.713746))	SPoCAR_v1.0_AR_0000004030							null	null	null	null	null		null	null
AR	2012-01-02T08:00:49	POINT(-426.776 399.578)	POLYGON((-466.5 379.5,-394.5 379.5,-394.5 418.5,-466.5 418.5,-466.5 379.5))	POLYGON((-466.5 407.1,-465.9 407.7,-399.9 416.7,-409.5 379.5,-451.5 388.5,-466.5 407.1))	POINT(-27.910145 21.356534)	POLYGON((-30.504677 20.146427,-25.39194 20.009754,-25.864039 22.523912,-31.09725 22.667091,-30.504677 20.146427))	POLYGON((-30.913266 21.924739,-30.878203 21.962382,-26.223188 22.416349,-26.436293 20.035801,-29.539364 20.692189,-30.913266 21.924739))	SPoCAR_v1.0_AR_0000004018							null	null	null	null	null		null	null
AR	2012-01-02T08:00:49	POINT(-4.51355 -328.622)	POLYGON((-54.3 -379.5,61.5 -379.5,61.5 -257.1,-54.3 -257.1,-54.3 -379.5))	POLYGON((-54.3 -372.3,-53.7 -371.7,-25.5 -350.7,-18.9 -319.5,13.5 -302.1,17.7 -267.9,59.7 -257.1,26.7 -281.1,-5.1 -374.7,-54.3 -372.3))	POINT(-0.28615969 -22.701589)	POLYGON((-3.532804 -25.890456,4.00192 -25.888882,3.79117 -18.308388,-3.346807 -18.309826,-3.532804 -25.890456))	POLYGON((-3.519243 -25.434079,-3.479214 -25.396236,-1.633858 -24.078043,-1.19344 -22.135321,0.846103 -21.061982,1.094649 -18.970177,3.680058 -18.308765,1.65958 -19.773979,-0.330763 -25.591518,-3.519243 -25.434079))	SPoCAR_v1.0_AR_0000004033							null	null	null	null	null		null	null
AR	2012-01-02T08:00:49	POINT(142.595 -335.961)	POLYGON((48.3 -474.9,237.3 -474.9,237.3 -180.3,48.3 -180.3,48.3 -474.9))	POLYGON((48.3 -392.1,48.9 -391.5,57.9 -384.9,94.5 -418.5,123.3 -406.5,129.3 -372.3,101.7 -334.5,106.5 -285.3,176.7 -226.5,174.3 -180.3,186.9 -211.5,227.7 -223.5,237.3 -255.3,201.9 -256.5,117.9 -297.3,117.9 -324.9,158.1 -362.1,149.7 -389.7,161.7 -413.7,117.9 -424.5,71.7 -474.9,72.3 -423.3,48.3 -392.1))	POINT(9.1073571 -23.121063)	POLYGON((3.33791 -32.104555,16.603371 -31.989341,14.431487 -13.609775,2.908392 -13.701043,3.33791 -32.104555))	POLYGON((3.163972 -26.694061,3.202236 -26.655627,3.778449 -26.232994,6.295985 -28.378959,8.166182 -27.592274,8.403416 -25.408164,6.478239 -23.048384,6.643812 -20.011986,10.837666 -16.414232,10.549152 -13.653963,11.418961 -15.508058,14.007057 -16.198251,14.765706 -18.107327,12.530674 -18.207522,7.394045 -20.742668,7.482382 -22.44546,10.237809 -24.748884,9.833658 -26.502374,10.780765 -28.034676,7.892657 -28.7582,4.958139 -32.098665,4.827508 -28.697457,3.163972 -26.694061))	SPoCAR_v1.0_AR_0000003963							null	null	null	null	null		null	null
AR	2012-01-02T12:00:49	POINT(57.6431 -279.417)	POLYGON((7.5 -323.1,108.9 -323.1,108.9 -257.1,7.5 -257.1,7.5 -323.1))	POLYGON((7.5 -299.7,8.1 -299.1,30.3 -260.1,95.7 -257.7,107.7 -282.3,78.3 -284.7,18.9 -323.1,7.5 -299.7))	POINT(3.5827672 -19.685959)	POLYGON((0.474384 -22.378193,6.9038 -22.356766,6.723998 -18.31362,0.462069 -18.334154,0.474384 -22.378193))	POLYGON((0.46964 -20.933977,0.507085 -20.897087,1.869038 -18.514616,5.907236 -18.354707,6.711946 -19.847385,4.879222 -20.003736,1.195512 -22.377648,0.46964 -20.933977))	SPoCAR_v1.0_AR_0000004039							null	null	null	null	null		null	null
AR	2012-01-02T12:00:49	POINT(137.475 -416.891)	POLYGON((75.9 -478.5,194.1 -478.5,194.1 -342.3,75.9 -342.3,75.9 -478.5))	POLYGON((75.9 -399.9,76.5 -399.3,89.7 -392.7,114.9 -420.9,146.1 -415.5,167.1 -342.3,184.5 -363.9,191.1 -418.5,146.1 -422.1,123.9 -470.1,102.9 -478.5,81.3 -470.7,100.5 -426.9,75.9 -399.9))	POINT(9.1710469 -28.274235)	POLYGON((5.264457 -32.357955,13.561249 -32.289424,12.479414 -23.502998,4.848956 -23.56236,5.264457 -32.357955))	POLYGON((4.998513 -27.205949,5.036376 -27.167301,5.885801 -26.740682,7.674789 -28.54514,9.743164 -28.179453,10.722414 -23.52126,11.982376 -24.864046,12.809353 -28.342996,9.783053 -28.606668,8.559018 -31.775422,7.144939 -32.347687,5.607704 -31.833917,6.733808 -28.94092,4.998513 -27.205949))	SPoCAR_v1.0_AR_0000003963							null	null	null	null	null		null	null
AR	2012-01-02T12:00:49	POINT(232.759 -241.205)	POLYGON((181.5 -264.3,273.9 -264.3,273.9 -185.7,181.5 -185.7,181.5 -264.3))	POLYGON((181.5 -250.5,182.1 -249.9,210.9 -185.7,226.5 -218.7,269.1 -225.3,272.1 -260.1,181.5 -250.5))	POINT(14.408394 -17.278199)	POLYGON((11.28057 -18.713332,17.163539 -18.637744,16.741503 -13.917232,11.006398 -13.989995,11.28057 -18.713332))	POLYGON((11.225342 -17.87706,11.26058 -17.84039,12.816648 -13.970221,13.912459 -15.929974,16.630352 -16.288758,17.021185 -18.384837,11.225342 -17.87706))	SPoCAR_v1.0_AR_0000004037							null	null	null	null	null		null	null
AR	2012-01-02T12:00:49	POINT(434.763 211.409)	POLYGON((368.1 186.3,482.7 186.3,482.7 246.3,368.1 246.3,368.1 186.3))	POLYGON((368.1 200.1,368.7 200.7,372.3 212.7,444.3 220.5,471.9 246.3,482.7 222.9,470.1 202.5,409.5 200.7,388.5 186.3,368.1 200.1))	POINT(26.767868 9.6842391)	POLYGON((22.308116 8.079756,29.876533 8.26544,30.250689 11.878706,22.569389 11.686494,22.308116 8.079756))	POLYGON((22.359057 8.904627,22.399899 8.94137,22.680718 9.665878,27.456069 10.247448,29.502372 11.857726,30.08706 10.46274,29.101282 9.211827,25.0459 9.000918,23.620025 8.108332,22.359057 8.904627))	SPoCAR_v1.0_AR_0000004006							null	null	null	null	null		null	null
AR	2012-01-02T12:00:49	POINT(-193.339 -329.947)	POLYGON((-376.5 -423.3,-93.9 -423.3,-93.9 -173.1,-376.5 -173.1,-376.5 -423.3))	POLYGON((-376.5 -392.1,-375.9 -391.5,-323.1 -380.1,-300.3 -351.9,-300.9 -320.7,-254.7 -326.1,-230.1 -299.1,-193.5 -291.9,-186.9 -270.3,-204.3 -245.1,-154.5 -228.9,-164.1 -179.1,-153.3 -173.1,-122.7 -198.9,-125.1 -280.5,-167.1 -295.5,-176.7 -323.7,-147.9 -348.9,-108.3 -335.1,-95.7 -396.3,-128.1 -397.5,-154.5 -423.3,-254.7 -377.7,-316.5 -423.3,-333.9 -398.1,-369.9 -404.1,-376.5 -392.1))	POINT(-12.357317 -22.734556)	POLYGON((-25.932432 -28.432414,-6.275645 -28.709558,-5.651054 -13.281404,-23.240229 -13.049588,-25.932432 -28.432414))	POLYGON((-25.431165 -26.43287,-25.378909 -26.395666,-21.488898 -25.748709,-19.612614 -24.002197,-19.359949 -22.061531,-16.341041 -22.444426,-14.553704 -20.801548,-12.165382 -20.38833,-11.646401 -19.07445,-12.633216 -17.535234,-9.471124 -16.59027,-9.923268 -13.607484,-9.250435 -13.256665,-7.442824 -14.807628,-7.796891 -19.730289,-10.501545 -20.626186,-11.247778 -22.358455,-9.509392 -23.945135,-6.903434 -23.102399,-6.293827 -26.968734,-8.443123 -27.031465,-10.358919 -28.679433,-16.77178 -25.675799,-21.585284 -28.521941,-22.476173 -26.878604,-25.138194 -27.208764,-25.431165 -26.43287))	SPoCAR_v1.0_AR_0000003988							null	null	null	null	null		null	null
AR	2012-01-02T12:00:49	POINT(710.764 -302.823)	POLYGON((665.7 -338.7,733.5 -338.7,733.5 -277.5,665.7 -277.5,665.7 -338.7))	POLYGON((665.7 -297.3,666.3 -296.7,684.9 -302.7,705.3 -277.5,723.3 -279.3,727.5 -315.9,695.1 -338.7,665.7 -297.3))	POINT(50.666771 -20.031054)	POLYGON((47.389846 -22.387781,54.065942 -22.118361,52.227213 -18.411644,45.903576 -18.662591,47.389846 -22.387781))	POLYGON((46.341422 -19.860467,46.381109 -19.822046,48.214765 -20.121046,49.501597 -18.522797,51.268881 -18.561346,52.704788 -20.755898,50.174741 -22.278597,46.341422 -19.860467))	SPoCAR_v1.0_AR_0000004030							null	null	null	null	null		null	null
AR	2012-01-02T16:00:49	POINT(193.121 -415.19)	POLYGON((140.7 -470.1,240.3 -470.1,240.3 -347.1,140.7 -347.1,140.7 -470.1))	POLYGON((140.7 -454.5,141.3 -453.9,155.1 -419.1,197.7 -410.1,212.1 -347.1,227.1 -355.5,233.7 -437.1,192.3 -433.5,168.9 -468.3,140.7 -454.5))	POINT(12.922786 -28.146311)	POLYGON((9.731269 -31.78501,16.765544 -31.702906,15.551999 -23.783355,9.036053 -23.855432,9.731269 -31.78501))	POLYGON((9.623616 -30.749277,9.660994 -30.709283,10.374179 -28.425842,13.193213 -27.814489,13.690975 -23.807775,14.740917 -24.32117,15.919657 -29.533343,13.017297 -29.33511,11.689379 -31.64633,9.623616 -30.749277))	SPoCAR_v1.0_AR_0000003963							null	null	null	null	null		null	null
AR	2012-01-02T16:00:49	POINT(-945.976 217.482)	POLYGON((-960.9 164.1,-934.5 164.1,-934.5 257.7,-960.9 257.7,-960.9 164.1))	POLYGON((-960.9 167.1,-960.3 167.7,-942.3 257.7,-935.1 218.7,-960.9 167.1))	POINT(-83.299745 12.5316)	POLYGON((-87.415634 9.558114,-75.658031 8.911151,-82.347649 14.917733,-88.869456 14.973466,-87.415634 9.558114))	POLYGON((-89.170948 9.834364,-87.444439 9.774651,-88.852462 15.255564,-78.729651 12.352245,-89.170948 9.834364))	SPoCAR_v1.0_AR_0000004041							null	null	null	null	null		null	null
AR	2012-01-02T16:00:49	POINT(739.198 -302.936)	POLYGON((683.7 -326.1,762.3 -326.1,762.3 -276.9,683.7 -276.9,683.7 -326.1))	POLYGON((683.7 -308.7,684.3 -308.1,733.5 -300.9,753.9 -276.9,758.1 -320.1,739.5 -311.1,722.7 -326.1,683.7 -308.7))	POINT(53.518238 -19.93179)	POLYGON((48.724423 -21.563244,56.764813 -21.226842,55.176643 -18.261105,47.500752 -18.578077,48.724423 -21.563244))	POLYGON((48.260794 -20.502698,48.301081 -20.464042,52.874937 -19.833403,54.29218 -18.299359,56.084744 -20.88364,53.797946 -20.42437,52.537229 -21.40831,48.260794 -20.502698))	SPoCAR_v1.0_AR_0000004043							null	null	null	null	null		null	null
